name,address,suburb,category,seating_type,seats,latitude,longitude,census_year
Sargon,Part Ground 2 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,24,-37.8091232,144.971443019,2024
Lonsdale Larder,"Shop 16, 36 Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,32,-37.8091842,144.970732451,2024
Lonsdale Larder,"Shop 16, 36 Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,38,-37.8091842,144.970732451,2024
Bluebag,"Shop 11-11A, 36 Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,6,-37.8091842,144.970732451,2024
Roll'D Lonsdale Street,"Shop 9, 36 Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,12,-37.8091842,144.970732451,2024
Foglia Di Fico,Restaurant 585 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.81337023,144.951878886,2024
Lyns Kitchen,Ground 324-326 King Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.81261512,144.954274499,2024
Le Will Cafe,Cafe 305 William Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.8124473,144.955885513,2024
Upstanding Citizens,Part Ground South Tower 485 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,30,-37.81275166,144.95495139,2024
Grill'D (Qv),17-23 QV Square MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.810658,144.965703374,2024
Grill'D (Qv),17-23 QV Square MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,27,-37.810658,144.965703374,2024
Hakata Gensuke Qv,200 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,12,-37.810658,144.965703374,2024
Ippudo,18-22 Artemis Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,12,-37.810658,144.965703374,2024
Max Brenner Chocolates,25-27 QV Square MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,61,-37.810658,144.965703374,2024
Meet Fresh Qv,24 Artemis Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,16,-37.810658,144.965703374,2024
Old Beijing,31-37 Artemis Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,220,-37.810658,144.965703374,2024
Strike Bowling,245-247 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Sports and Physical Recreation Venues, Grounds and Facilities Operation",indoor,116,-37.810658,144.965703374,2024
Sura Korean Bbq,26-30 Artemis Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,112,-37.810658,144.965703374,2024
Sushi Jiro Qv,Shop QS001 1-7 QV Square MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,64,-37.810658,144.965703374,2024
Sushi Jiro Qv,Shop QS001 1-7 QV Square MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,12,-37.810658,144.965703374,2024
Thai Town Melbourne,25 Artemis Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,200,-37.810658,144.965703374,2024
Yuguro,Part 1-3 QV Urban Market MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.810658,144.965703374,2024
Fable Melbourne,Part Rooftop 168 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,100,-37.8105674,144.967369629,2024
Sulbing Dessert Bar,Ground 168 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,35,-37.8105674,144.967369629,2024
Reed House,Ground Church Manse Wesley Uniting Church 130 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.8099428,144.968171809,2024
Oriental Spoon,291-293 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,150,-37.81179183,144.961709344,2024
Little Fish And Rice Town,295-297 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,200,-37.81171289,144.961673131,2024
Ten Square Cafe,118-120 Hardware Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,20,-37.81194755,144.960703187,2024
Ikkai,113 Hardware Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,48,-37.81240787,144.960530585,2024
Stubborn Pig,Ground 370-372 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,32,-37.81220274,144.961456084,2024
Hakoya Izakaya,Ground 364 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,55,-37.81220274,144.961456084,2024
Mamak,Ground 366-368 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.81220274,144.961456084,2024
China Bar,277 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,70,-37.81212877,144.961762525,2024
Cj Lunchbar,"Shop 2, 391 Little Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,8,-37.81187439,144.960341087,2024
Dao Noodle,Ground 397 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81190077,144.960249837,2024
Red Cliff Chinese Restaurant,"Unit 1, 256 Queen Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,2,-37.81247757,144.959946669,2024
Cafe Belt Melbourne,250A Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,18,-37.81269017,144.959964015,2024
Idarts Hive,243 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,70,-37.810658,144.965703374,2024
Amiri Cafe,Shop QS002 1-7 QV Square MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.810658,144.965703374,2024
Amiri Cafe,Shop QS002 1-7 QV Square MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,38,-37.810658,144.965703374,2024
Father'S Office,249 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,95,-37.810658,144.965703374,2024
Bobbys Coffee & Bagels,Rear 57 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,8,-37.81005686,144.970714898,2024
Gillott Espresso,"Shop 3, 201 Spring Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,12,-37.81012783,144.972057848,2024
Anda Cafe,Part Ground 215 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,18,-37.80990397,144.971835359,2024
Merriment Coffee,"Shop 8, 260 Spencer Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,30,-37.81437529,144.952954607,2024
House Blend,"Shop 3, 280 King Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,12,-37.81349786,144.954822177,2024
Taiwan Village,"Shop 4, 280 King Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,26,-37.81349786,144.954822177,2024
Cafe Court,536 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,12,-37.81365662,144.956421679,2024
Seoul Toast Bong,"Shop 6, 551-555 Little Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,17,-37.81329521,144.955565246,2024
Jang Gun Restaurant,"Shop C1, 10B Healeys Lane MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,10,-37.8134766,144.956016924,2024
Sao Bar & Bbq,"Shop A, 550 Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,24,-37.8134766,144.956016924,2024
Monster Pizza,"Shop 3, 535 Little Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,26,-37.8134766,144.956016924,2024
Lee Sun Seng Food,"Shop 1, 535 Little Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,55,-37.8134766,144.956016924,2024
Gami Chicken And Beer,"Shop G, 535 Little Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,12,-37.8134766,144.956016924,2024
Benny'S Bakery Cafe,"Shop N, 535 Little Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,12,-37.8134766,144.956016924,2024
Seven Star Pocha,"Shop H, 535 Little Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,68,-37.8134766,144.956016924,2024
Piccolo Me,"Shop 1, 456 Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81298088,144.958613728,2024
Colourful Yunnan Swanston,240 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,66,-37.81222329,144.965377424,2024
Boiling Crab Melbourne,Ground 4 Tattersalls Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,180,-37.81206133,144.9657704,2024
Rice Workshop,238 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.81224859,144.965781281,2024
Crazy Wing,234 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,70,-37.81222127,144.965872652,2024
Gurkhas Cbd,Ground 11-17 Cohen Place MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.81104301,144.968915174,2024
The Chef'S Jungle,Ground 115 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,38,-37.81059803,144.968925697,2024
Footlights Restaurant,Part Ground 131 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81098009,144.968530007,2024
Nan Yang Express Chinatown,"Shop 1, 128-130 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,36,-37.81098009,144.968530007,2024
Shanghai Village,112-114 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,180,-37.81124441,144.969075538,2024
Kiosk L,163 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,16,-37.81098272,144.967644342,2024
Noodle Plus,165 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,36,-37.81098272,144.967644342,2024
Sichuan Impression,150 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81132789,144.967994718,2024
Ishiya Stonegrill,152 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.81132789,144.967994718,2024
Crystal Jade Restaurant,"Tenancy 6, 154 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,120,-37.81158809,144.967863195,2024
Tami Sweet Lonsdale,145 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,8,-37.81081665,144.968152905,2024
Bettys Burgers & Concrete Co. Exhibition Street,"Tenancy 2, Ground 222 Exhibition Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,65,-37.81055707,144.97049616,2024
Torino Aperitivo,2 Driver Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,75,-37.81292437,144.963127568,2024
Tina'S Noodle Kitchen,237 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81244693,144.96480429,2024
Mekong Vietnam,Ground 241 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.81239263,144.964778374,2024
Dodee Paidang Thai Street Food,Ground 245 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,74,-37.81230108,144.964736445,2024
Dodee Paidang Thai Street Food,Ground 245 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,24,-37.81230108,144.964736445,2024
China Bar,257-259 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,120,-37.81211394,144.964648743,2024
Nelayan Indonesian Restaurant,265-267 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,62,-37.81201045,144.964602088,2024
Yoyogi,269 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,85,-37.8119541,144.964574647,2024
Oppa (Korean Kitchen),271 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,55,-37.81190136,144.964550923,2024
Heyday Hong Kong Cafe,16 Celestial Avenue MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,16,-37.81181046,144.966372569,2024
Ling Nam Restaurant,Part Ground 203 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.81133175,144.966353331,2024
Boilermaker House,209-211 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Pubs, Taverns and Bars",outdoor,8,-37.81143309,144.966260851,2024
Robo Mao,214-216 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.81204326,144.966217729,2024
D'Penyetz & D'Cendol,204 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81199247,144.966540804,2024
China Bar,Gnd & Flr1 235 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.81111923,144.96703692,2024
House Of Correction,Level 4 264 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,50,-37.81181063,144.965147314,2024
Tori'S Melbourne,28 Niagara Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,20,-37.81291055,144.961464779,2024
Alt Pasta Bar,30 Niagara Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.81291055,144.961464779,2024
Club Retro,383-387 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,60,-37.81284495,144.961200828,2024
Khao Man Gai Restaurant,"Shop A-B, 389 Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,32,-37.81288006,144.961012082,2024
Khao Man Gai Restaurant,"Shop A-B, 389 Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,22,-37.81288006,144.961012082,2024
Pho Thin 13 Lo Duc,"Tenancy 3, 91 Hardware Lane MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,45,-37.81303978,144.960680876,2024
Hawker Boys,"Tenancy 2, 85 Hardware Lane MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,32,-37.81303978,144.960680876,2024
Hoiana,Part Ground 394-400 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,86,-37.81365679,144.960900331,2024
Cellar 43 Restaurant & Bar / Khokolat Bar,Basement 43-49 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,60,-37.81359799,144.961073493,2024
Kirk'S Pub,382 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),"Pubs, Taverns and Bars",outdoor,10,-37.81354346,144.96132824,2024
Kirk'S Wine Bar,Ground 384 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,20,-37.81354346,144.96132824,2024
Peddler,"Shop 1, 200 Queen Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,20,-37.81352285,144.960469712,2024
Royal Stacks,Shop LG10-LG11 287 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,75,-37.81245199,144.963838585,2024
Din Tai Fung,"Shop M02, Level 4, 287 Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,200,-37.81245199,144.963838585,2024
Heytea,"Shop 309, Level 3 287 Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,22,-37.81245199,144.963838585,2024
Beneath Driver Lane,Basement 318 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,75,-37.81292437,144.963127568,2024
My Goodness Pizzas And Burgers,637 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,56,-37.81537494,144.953525588,2024
Lim Kopi,"Shop 1-2, Ground 542-546 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,12,-37.81477885,144.956367186,2024
The Essoign Club Ltd,Part Level 1 205 William Street MELBOURNE VIC 3000,Melbourne (CBD),Clubs (Hospitality),indoor,200,-37.81427717,144.957144577,2024
215 Queens,215 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,10,-37.81379647,144.959874118,2024
Caterina'S Cucina E Bar,"Unit 6, Basement 221 Queen Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,90,-37.81355361,144.959754236,2024
French Fix,"Shop 3, Ground 221 Queen Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,12,-37.81355361,144.959754236,2024
French Fix,"Shop 3, Ground 221 Queen Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,4,-37.81355361,144.959754236,2024
Speck Cafe,"Shop 2, Ground 221 Queen Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,20,-37.81355361,144.959754236,2024
Waku Waku,346 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,18,-37.81321386,144.962283023,2024
Waku Waku,346 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,4,-37.81321386,144.962283023,2024
Rare Steakhouse Midtown,10-12 Goldie Place MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,105,-37.81338564,144.960776854,2024
Hencho En Mexico,78 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,82,-37.81307029,144.961106093,2024
Grill Steak Seafood,Ground 66 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,190,-37.81318202,144.961167317,2024
Funghi E Tartufo,Gnd & Bmt 60 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,64,-37.81328955,144.961214947,2024
Funghi E Tartufo,Gnd & Bmt 60 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,20,-37.81328955,144.961214947,2024
Max On Hardware,Ground 54-58 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,95,-37.81339488,144.961262261,2024
Juliet Melbourne,Basement 37-41 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,65,-37.81083595,144.971505869,2024
Punch Lane Wine Bar Restaurant,"Unit 6, 43 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,45,-37.81092017,144.971362998,2024
Spqr Pizzeria,"Unit 7, 43 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,45,-37.81092017,144.971362998,2024
Crossley St Cantina,30-32 Crossley Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,90,-37.81101377,144.971109213,2024
City Wine Shop,159 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,45,-37.81099168,144.972465071,2024
The European,Ground 161 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,65,-37.81095129,144.972429029,2024
Princess Theatre,163-181 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Performing Arts Operation,indoor,55,-37.8107257,144.972326572,2024
Bar Humbug,586 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.81538903,144.954969041,2024
Delhi Rocks,Gnd & Flr1 205 King Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,46,-37.81538903,144.954969041,2024
Onsen Donburi,609 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,30,-37.81498784,144.954249339,2024
Bon Bon Boy - Spencer Street,"Shop 102T-103T, LwrGround 656 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81537494,144.953525588,2024
Lang Baan,1 Rose Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,174,-37.81537494,144.953525588,2024
Salero Kito Padang On Rose Lane,9 Rose Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.81537494,144.953525588,2024
Korean Street Food,31 Rose Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,10,-37.81537494,144.953525588,2024
Korean Table,37 Rose Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,20,-37.81537494,144.953525588,2024
Korean Table,37 Rose Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,28,-37.81537494,144.953525588,2024
Askal Melbourne,165-167 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,99,-37.81170899,144.970095605,2024
Happy Lamb Hot Pot,173-175 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.8115871,144.970047871,2024
Bar Clara,"Shop 5, 83-89 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),"Pubs, Taverns and Bars",indoor,32,-37.81128986,144.969912284,2024
Golden Delicious,"Shop 6, 83-89 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,130,-37.81128986,144.969912284,2024
